poblacion,provincia,edad,genero,grupo_edad,vivienda,horario_laboral,experiencia_animales,tiempo_disponible,tipo_animal,devuelto,perfil_adoptante,apto,lat,lon,the_geom,display_name,geocode_resolution
Nambroca,toledo,23,Hombre,18–24,Casa/Chalet,Jornada Completa,Alta,2–5h,gato,no,Adulto experimentado,Sí,39.7978442,-3.9444599,POINT(-3.9444599 39.7978442),"Nambroca, Toledo, Castilla-La Mancha, España",locality
Madrid,madrid,28,Mujer,25–34,Piso,Jornada Completa,Alta,2–5h,gato,no,Joven urbano,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Carabana,madrid,44,Hombre,35–44,Piso,Turno Rotativo,Baja,>5h,gato,no,Adulto experimentado,Sí,40.2565855,-3.2359522,POINT(-3.2359522 40.2565855),"Carabaña, Comunidad de Madrid, 28560, España",locality
Magan,toledo,24,Mujer,18–24,Piso,Jornada Completa,Alta,2–5h,gato,no,Joven urbano,Sí,39.961848,-3.9308991,POINT(-3.9308991 39.961848),"Magán, Toledo, Castilla-La Mancha, España",locality
Madrid,madrid,35,Mujer,35–44,Piso,Jornada Completa,Alta,2–5h,gato,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Talamanca Del Jarama,madrid,46,Mujer,45–54,Piso,Turno Rotativo,Alta,2–5h,gato,no,Adulto experimentado,Sí,40.3658562,-3.6207456,POINT(-3.6207456 40.3658562),"Calle de Talamanca del Jarama, Ensanche de Vallecas, Villa de Vallecas, Madrid, Comunidad de Madrid, 28031, España",locality
Talamanca Del Jarama,madrid,26,Hombre,25–34,Piso,Turno Rotativo,Media,2–5h,gato,no,Joven urbano,Sí,40.3658562,-3.6207456,POINT(-3.6207456 40.3658562),"Calle de Talamanca del Jarama, Ensanche de Vallecas, Villa de Vallecas, Madrid, Comunidad de Madrid, 28031, España",locality
Talamanca Del Jarama,madrid,39,Hombre,35–44,Piso,Jornada Completa,Alta,2–5h,gato,no,Adulto experimentado,Sí,40.3658562,-3.6207456,POINT(-3.6207456 40.3658562),"Calle de Talamanca del Jarama, Ensanche de Vallecas, Villa de Vallecas, Madrid, Comunidad de Madrid, 28031, España",locality
Madrid,madrid,21,Mujer,18–24,Casa/Chalet,Turno Rotativo,Alta,>5h,gato,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Mocejon,toledo,29,Mujer,25–34,Piso,Jornada Parcial (Manana),Baja,2–5h,gato,no,Joven urbano,Sí,39.9381943,-3.9168339,POINT(-3.9168339 39.9381943),"Mocejón, Toledo, Castilla-La Mancha, 45270, España",locality
Camarma De Esteruelas,madrid,31,Mujer,25–34,Casa/Chalet,Jornada Completa,Alta,2–5h,gato,no,Adulto experimentado,Sí,40.5497252,-3.3785043,POINT(-3.3785043 40.5497252),"Camarma de Esteruelas, Comunidad de Madrid, 28816, España",locality
Mocejon,toledo,44,Mujer,35–44,Piso,Jornada Parcial (Tarde),Alta,2–5h,gato,no,Adulto experimentado,Sí,39.9381943,-3.9168339,POINT(-3.9168339 39.9381943),"Mocejón, Toledo, Castilla-La Mancha, 45270, España",locality
Parla,madrid,22,Mujer,18–24,Piso,Jornada Parcial (Tarde),Alta,2–5h,gato,no,Joven urbano,Sí,40.2373952,-3.7718902,POINT(-3.7718902 40.2373952),"Parla, Comunidad de Madrid, España",locality
Numancia De La Sagra,toledo,36,Mujer,35–44,Casa/Chalet,Jornada Completa,Alta,2–5h,gato,si,No apto,No,40.0785096,-3.8569693,POINT(-3.8569693 40.0785096),"Numancia de la Sagra, Toledo, Castilla-La Mancha, 45230, España",locality
Numancia De La Sagra,toledo,31,Mujer,25–34,Casa/Chalet,Jornada Parcial (Tarde),Alta,2–5h,gato,no,Adulto experimentado,Sí,40.0785096,-3.8569693,POINT(-3.8569693 40.0785096),"Numancia de la Sagra, Toledo, Castilla-La Mancha, 45230, España",locality
Leganes,madrid,30,Hombre,25–34,Vivienda compartida,Jornada Parcial (Tarde),Alta,2–5h,gato,no,Joven urbano,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Vallecas,madrid,41,Mujer,35–44,Piso,Jornada Parcial (Tarde),Media,2–5h,gato,no,Adulto experimentado,Sí,40.3868601,-3.6591803,POINT(-3.6591803 40.3868601),"Puente de Vallecas, Madrid, Comunidad de Madrid, España",locality
Yuncoss,toledo,27,Mujer,25–34,Casa/Chalet,Jornada Completa,Alta,>5h,gato,no,Adulto experimentado,Sí,39.7883415,-4.103027,POINT(-4.103027 39.7883415),nan,province
Numancia De La Sagra,toledo,28,Mujer,25–34,Piso,Jornada Completa,Baja,2–5h,gato,no,Joven urbano,Sí,40.0785096,-3.8569693,POINT(-3.8569693 40.0785096),"Numancia de la Sagra, Toledo, Castilla-La Mancha, 45230, España",locality
Coslada,madrid,50,Mujer,45–54,Atico,Jornada Parcial (Tarde),Baja,2–5h,gato,no,Adulto experimentado,Sí,40.423802,-3.5552882,POINT(-3.5552882 40.423802),"Coslada, Comunidad de Madrid, España",locality
Leganes,madrid,34,Hombre,25–34,Piso,Jornada Completa,Media,2–5h,gato,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Belvis De La Jara,toledo,37,Mujer,35–44,Piso,Turno Rotativo,Alta,2–5h,gato,no,Adulto experimentado,Sí,39.7594199,-4.9496046,POINT(-4.9496046 39.7594199),"Belvís de la Jara, Toledo, Castilla-La Mancha, 45660, España",locality
San Martin De La Vega,madrid,40,Mujer,35–44,Piso,Jornada Completa,Baja,>5h,gato,no,Adulto experimentado,Sí,40.2110462,-3.5771806,POINT(-3.5771806 40.2110462),"San Martín de la Vega, Comunidad de Madrid, 28330, España",locality
Madrid,madrid,32,Mujer,25–34,Piso,Jornada Completa,Alta,2–5h,gato,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Fuenlabrada,madrid,26,Mujer,25–34,Piso,Turno Rotativo,Alta,2–5h,gato,no,Joven urbano,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Mocejon,toledo,36,Hombre,35–44,Atico,Turno Rotativo,Media,>5h,gato,no,Adulto experimentado,Sí,39.9381943,-3.9168339,POINT(-3.9168339 39.9381943),"Mocejón, Toledo, Castilla-La Mancha, 45270, España",locality
San Martin De La Vega,madrid,35,Mujer,35–44,Piso,Jornada Parcial (Tarde),Alta,>5h,gato,no,Adulto experimentado,Sí,40.2110462,-3.5771806,POINT(-3.5771806 40.2110462),"San Martín de la Vega, Comunidad de Madrid, 28330, España",locality
Mocejon,toledo,41,Mujer,35–44,Casa/Chalet,Jornada Parcial (Tarde),Media,2–5h,gato,no,Adulto experimentado,Sí,39.9381943,-3.9168339,POINT(-3.9168339 39.9381943),"Mocejón, Toledo, Castilla-La Mancha, 45270, España",locality
Vallecas,madrid,42,Mujer,35–44,Piso,Jornada Completa,Alta,2–5h,gato,si,No apto,No,40.3868601,-3.6591803,POINT(-3.6591803 40.3868601),"Puente de Vallecas, Madrid, Comunidad de Madrid, España",locality
Vallecas,madrid,42,Mujer,35–44,Casa/Chalet,Jornada Completa,Alta,2–5h,gato,no,Adulto experimentado,Sí,40.3868601,-3.6591803,POINT(-3.6591803 40.3868601),"Puente de Vallecas, Madrid, Comunidad de Madrid, España",locality
Madrid,madrid,46,Mujer,45–54,Atico,Jornada Parcial (Manana),Alta,2–5h,gato,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Alcobendas,madrid,30,Mujer,25–34,Piso,Jornada Completa,Alta,2–5h,gato,no,Joven urbano,Sí,40.5400082,-3.6358494,POINT(-3.6358494 40.5400082),"Alcobendas, Comunidad de Madrid, España",locality
Camarma De Esteruelas,madrid,27,Mujer,25–34,Piso,Turno Rotativo,Alta,2–5h,gato,no,Joven urbano,Sí,40.5497252,-3.3785043,POINT(-3.3785043 40.5497252),"Camarma de Esteruelas, Comunidad de Madrid, 28816, España",locality
Villasequilla,toledo,59,Mujer,55–64,Casa/Chalet,Jornada Parcial (Tarde),Baja,<1–2h,gato,no,No apto,No,39.8762661,-3.7310065,POINT(-3.7310065 39.8762661),"Villasequilla, Toledo, Castilla-La Mancha, España",locality
Villasequilla,toledo,37,Mujer,35–44,Piso,Jornada Completa,Alta,>5h,gato,no,Adulto experimentado,Sí,39.8762661,-3.7310065,POINT(-3.7310065 39.8762661),"Villasequilla, Toledo, Castilla-La Mancha, España",locality
Madrid,madrid,50,Hombre,45–54,Piso,Jornada Parcial (Tarde),Media,2–5h,gato,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Madrid,madrid,37,Hombre,35–44,Piso,Sin Empleo,Media,2–5h,gato,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Mocejon,toledo,31,Mujer,25–34,Piso,Jornada Completa,Media,2–5h,gato,no,Adulto experimentado,Sí,39.9381943,-3.9168339,POINT(-3.9168339 39.9381943),"Mocejón, Toledo, Castilla-La Mancha, 45270, España",locality
Toledo,toledo,31,Mujer,25–34,Atico,Turno Rotativo,Media,2–5h,gato,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
San Martin De La Vega,madrid,39,Mujer,35–44,Vivienda compartida,Jornada Completa,Alta,2–5h,gato,no,Adulto experimentado,Sí,40.2110462,-3.5771806,POINT(-3.5771806 40.2110462),"San Martín de la Vega, Comunidad de Madrid, 28330, España",locality
Cobisa,toledo,30,Mujer,25–34,Casa/Chalet,Sin Empleo,Media,2–5h,gato,no,Adulto experimentado,Sí,39.8044211,-4.0247277,POINT(-4.0247277 39.8044211),"Cobisa, Toledo, Castilla-La Mancha, 45111, España",locality
San Sebastian De Los Reyes,madrid,38,Hombre,35–44,Piso,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.5473698,-3.6260586,POINT(-3.6260586 40.5473698),"San Sebastián de los Reyes, Comunidad de Madrid, España",locality
Mocejon,toledo,41,Mujer,35–44,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,39.9381943,-3.9168339,POINT(-3.9168339 39.9381943),"Mocejón, Toledo, Castilla-La Mancha, 45270, España",locality
Azucaica,toledo,45,Hombre,45–54,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,39.8825497,-3.9719716,POINT(-3.9719716 39.8825497),"Azucaica, Toledo, Castilla-La Mancha, 45008, España",locality
Madridejos,toledo,29,Mujer,25–34,Casa/Chalet,Jornada Completa,Media,2–5h,gato,no,Adulto experimentado,Sí,39.4697204,-3.5353737,POINT(-3.5353737 39.4697204),"Madridejos, Toledo, Castilla-La Mancha, España",locality
Madridejos,toledo,25,Mujer,25–34,Piso,Jornada Completa,Alta,2–5h,gato,no,Joven urbano,Sí,39.4697204,-3.5353737,POINT(-3.5353737 39.4697204),"Madridejos, Toledo, Castilla-La Mancha, España",locality
Azucaica,toledo,39,Mujer,35–44,Piso,Jornada Rotativa,Alta,2–5h,gato,no,Adulto experimentado,Sí,39.8825497,-3.9719716,POINT(-3.9719716 39.8825497),"Azucaica, Toledo, Castilla-La Mancha, 45008, España",locality
Fuenlabrada,madrid,24,Mujer,18–24,Vivienda compartida,Sin Empleo,Alta,>5h,gato,no,Joven urbano,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Arges,toledo,36,Mujer,35–44,Casa/Chalet,Jornada Rotativa,Media,2–5h,gato,no,Adulto experimentado,Sí,39.8062915,-4.056902,POINT(-4.056902 39.8062915),"Argés, Toledo, Castilla-La Mancha, 45122, España",locality
Madrid,madrid,51,Hombre,45–54,Piso,Jornada Completa,Media,>5h,gato,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
San Martin De La Vega,madrid,35,Hombre,35–44,Casa/Chalet,Jornada Parcial,Alta,>5h,gato,no,Adulto experimentado,Sí,40.2110462,-3.5771806,POINT(-3.5771806 40.2110462),"San Martín de la Vega, Comunidad de Madrid, 28330, España",locality
Madrid,madrid,32,Mujer,25–34,Piso,Jornada Parcial,Media,2–5h,gato,no,Adulto experimentado,Sí,40.4237276,-3.6899043,POINT(-3.6899043 40.4237276),"Biblioteca Nacional de España, 20-22, Paseo de Recoletos, Recoletos, Salamanca, Madrid, Comunidad de Madrid, 28071, España",locality
Toledo,toledo,56,Mujer,55–64,Piso,Jornada Rotativa,baja,>5h,gato,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Leganes,madrid,19,Mujer,18–24,Piso,Jornada Parcial (Manana),Media,2–5h,perro,otro,Joven urbano,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Getafe,madrid,51,Mujer,45–54,Casa/Chalet,Turno Rotativo,Media,2–5h,perro,otro,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Alcorcon,madrid,20,Mujer,18–24,Piso,Sin Empleo,Media,2–5h,perro,otro,Joven urbano,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Mostoles,madrid,58,Mujer,55–64,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,otro,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Toledo,toledo,56,Otro,55–64,Vivienda compartida,Jornada Completa,Alta,2–5h,perro,otro,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Sesena,toledo,56,Otro,55–64,Piso,Jornada Completa,Media,>5h,perro,otro,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Alcorcon,madrid,37,Otro,35–44,Piso,Jornada Parcial (Tarde),Media,>5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,27,Hombre,25–34,Atico,Jornada Completa,Media,2–5h,perro,otro,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,24,Mujer,18–24,Piso,Jornada Completa,Alta,>5h,perro,otro,Joven urbano,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,42,Mujer,35–44,Casa/Chalet,Jornada Completa,Media,>5h,perro,otro,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Illescas,toledo,24,Otro,18–24,Piso,Jornada Completa,Media,>5h,perro,si,No apto,No,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Illescas,toledo,27,Otro,25–34,Vivienda compartida,Jornada Parcial (Tarde),Media,>5h,perro,otro,Joven urbano,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Getafe,madrid,28,Mujer,25–34,Piso,Turno Rotativo,Baja,2–5h,perro,no,Joven urbano,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Getafe,madrid,26,Otro,25–34,Casa/Chalet,Jornada Parcial (Tarde),Media,>5h,perro,otro,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,35,Otro,35–44,Piso,Turno Rotativo,Media,2–5h,perro,otro,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,35,Hombre,35–44,Casa/Chalet,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Getafe,madrid,52,Mujer,45–54,Casa/Chalet,Jornada Parcial (Manana),Media,>5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Leganes,madrid,29,Mujer,25–34,Casa/Chalet,Jornada Parcial (Tarde),Baja,>5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Mostoles,madrid,31,Mujer,25–34,Piso,Turno Rotativo,Baja,2–5h,perro,si,No apto,No,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Getafe,madrid,39,Mujer,35–44,Piso,Jornada Completa,Alta,>5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Yuncos,toledo,42,Mujer,35–44,Atico,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.0871868,-3.8735226,POINT(-3.8735226 40.0871868),"Yuncos, Toledo, Castilla-La Mancha, 45210, España",locality
Alcorcon,madrid,35,Mujer,35–44,Piso,Jornada Parcial (Manana),Media,2–5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Mostoles,madrid,59,Mujer,55–64,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Mostoles,madrid,57,Mujer,55–64,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Toledo,toledo,37,Mujer,35–44,Casa/Chalet,Jornada Parcial (Tarde),Baja,2–5h,perro,si,No apto,No,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Getafe,madrid,47,Mujer,45–54,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Alcorcon,madrid,55,Hombre,55–64,Vivienda compartida,Jornada Parcial (Tarde),Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,36,Mujer,35–44,Piso,Sin Empleo,Baja,>5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Mostoles,madrid,44,Mujer,35–44,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Toledo,toledo,21,Mujer,18–24,Casa/Chalet,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Alcorcon,madrid,59,Mujer,55–64,Piso,Jornada Completa,Baja,2–5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Illescas,toledo,31,Mujer,25–34,Vivienda compartida,Jornada Parcial (Manana),Alta,2–5h,perro,no,Adulto experimentado,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Alcorcon,madrid,39,Mujer,35–44,Piso,Turno Rotativo,Media,>5h,perro,no,Adulto experimentado,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Getafe,madrid,45,Otro,45–54,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Getafe,madrid,60,Mujer,55–64,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,20,Mujer,18–24,Atico,Jornada Completa,Media,2–5h,perro,si,No apto,No,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,19,Mujer,18–24,Atico,Jornada Parcial (Manana),Alta,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Sesena,toledo,32,Hombre,25–34,Piso,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,40.1048269,-3.6963093,POINT(-3.6963093 40.1048269),"Seseña, Toledo, Castilla-La Mancha, España",locality
Illescas,toledo,50,Hombre,45–54,Piso,Jornada Parcial (Manana),Media,>5h,perro,no,Adulto experimentado,Sí,40.1248436,-3.8492688,POINT(-3.8492688 40.1248436),"Illescas, Toledo, Castilla-La Mancha, 45200, España",locality
Alcorcon,madrid,21,Mujer,18–24,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,40.3492998,-3.8284295,POINT(-3.8284295 40.3492998),"Alcorcón, Comunidad de Madrid, España",locality
Leganes,madrid,45,Hombre,45–54,Casa/Chalet,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Talavera De La Reina,toledo,34,Mujer,25–34,Piso,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,39.9603798,-4.8311717,POINT(-4.8311717 39.9603798),"Talavera de la Reina, Toledo, Castilla-La Mancha, España",locality
Getafe,madrid,48,Hombre,45–54,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Leganes,madrid,26,Mujer,25–34,Casa/Chalet,Turno Rotativo,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,21,Mujer,18–24,Piso,Turno Rotativo,Media,2–5h,perro,no,Joven urbano,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Mostoles,madrid,24,Mujer,18–24,Casa/Chalet,Jornada Completa,Baja,<1–2h,perro,no,No apto,No,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Mostoles,madrid,20,Hombre,18–24,Atico,Jornada Parcial (Manana),Media,2–5h,perro,no,Adulto experimentado,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,54,Mujer,45–54,Casa/Chalet,Turno Rotativo,Alta,<1–2h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Talavera De La Reina,toledo,53,Mujer,45–54,Casa/Chalet,Jornada Completa,Media,>5h,perro,no,Adulto experimentado,Sí,39.9603798,-4.8311717,POINT(-4.8311717 39.9603798),"Talavera de la Reina, Toledo, Castilla-La Mancha, España",locality
Toledo,toledo,24,Hombre,18–24,Vivienda compartida,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,39.8560679,-4.0239568,POINT(-4.0239568 39.8560679),"Toledo, Castilla-La Mancha, España",locality
Alcala De Henares,madrid,38,Mujer,35–44,Piso,Jornada Parcial (Tarde),Baja,>5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Leganes,madrid,34,Mujer,25–34,Piso,Jornada Completa,Media,2–5h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,41,Hombre,35–44,Piso,Jornada Parcial (Tarde),Baja,2–5h,perro,no,Adulto experimentado,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Leganes,madrid,22,Mujer,18–24,Casa/Chalet,Jornada Completa,Media,<1–2h,perro,no,Adulto experimentado,Sí,40.3281942,-3.76527,POINT(-3.76527 40.3281942),"Leganés, Comunidad de Madrid, España",locality
Mostoles,madrid,28,Hombre,25–34,Piso,Turno Rotativo,Alta,2–5h,perro,no,Joven urbano,Sí,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,23,Mujer,18–24,Piso,Jornada Completa,Media,>5h,perro,si,No apto,No,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
Mostoles,madrid,60,Mujer,55–64,Casa/Chalet,Sin Empleo,Media,<1–2h,perro,si,No apto,No,40.3238525,-3.8649214,POINT(-3.8649214 40.3238525),"Móstoles, Comunidad de Madrid, España",locality
Getafe,madrid,26,Otro,25–34,Piso,Jornada Parcial (Tarde),Baja,2–5h,perro,no,Joven urbano,Sí,40.3070639,-3.7331808,POINT(-3.7331808 40.3070639),"Getafe, Comunidad de Madrid, España",locality
Alcala De Henares,madrid,56,Hombre,55–64,Atico,Jornada Completa,Alta,2–5h,perro,no,Adulto experimentado,Sí,40.481954,-3.363981,POINT(-3.363981 40.481954),"Alcalá de Henares, Comunidad de Madrid, España",locality
Fuenlabrada,madrid,29,Hombre,25–34,Piso,Jornada Completa,Media,2–5h,perro,no,Joven urbano,Sí,40.282476,-3.7923422,POINT(-3.7923422 40.282476),"Fuenlabrada, Comunidad de Madrid, España",locality
